Id,Predicted
23327774,60.40581
6688119,113.09557
23072853,176.6965
9652949,49.82068
29177379,153.68257
1613859,58.625
11972141,81.01902
13650422,222.44835
8953625,46.093197
9627264,204.24632
16227708,71.09903
19359301,77.44728
27000896,131.01418
7824018,66.95684
2226721,244.27881
19718634,57.804123
6822519,59.8682
19830121,229.5717
28317744,294.59653
12054723,77.22322
3663423,243.02019
28438576,64.5098
27833897,179.17534
27930888,102.542336
22130376,66.69073
1682282,75.81488
8055859,71.10478
20434327,57.480515
23724038,144.96991
28713500,433.0809
14809342,108.3606
21241316,194.32074
11461798,152.74577
9651126,179.77528
8809245,178.35316
26537771,89.79118
27927147,53.358505
18448516,65.95383
25767382,116.91751
24327513,107.89268
22466315,112.10959
19525455,178.17201
19482416,147.0161
13762046,75.09618
20960110,130.00882
2082694,212.30571
19661183,67.305244
22909900,64.95048
29162111,61.716225
11400327,122.47379
22207200,163.15926
12093494,182.55516
13266202,63.686825
7116034,66.82118
19693849,114.72735
9382195,101.179474
29392416,39.594124
13251869,95.0576
17368958,62.067543
20236311,198.5653
15818608,203.15982
4270683,94.33137
24000498,117.20887
14707466,71.51916
19573782,65.20529
26956772,69.05962
2532443,80.58267
12074139,64.75354
6262645,84.298035
19641775,219.73703
18048473,73.69105
10403231,159.61737
14520743,99.37581
3093469,75.81617
7419040,140.0826
2666204,83.69663
13396285,30.670292
13699944,169.09177
19017429,72.907745
7750681,126.59201
9279978,415.46948
17735101,121.911575
21440587,155.5981
26780625,75.660126
29216296,65.64045
29738205,58.3726
4853870,174.02444
8588016,96.35644
13635848,68.84213
21883986,95.90519
28710053,105.93226
22258450,51.841724
29163417,71.04551
13657938,184.80695
1989731,139.0257
1534212,144.52225
6287961,199.56493
21274450,159.57085
4060993,110.768456
3210405,211.17824
11724873,143.83571
8401620,82.82482
6795657,80.35603
9313446,133.65845
21681573,220.44571
20818374,164.75665
14472385,165.68747
6631351,120.680275
9587933,161.3738
26904628,59.815166
28107839,97.67568
20992027,136.97343
23742069,287.81317
26130425,39.35102
7387093,64.95269
3343038,132.62703
17528152,125.15664
22483942,57.181038
18910571,78.10137
27637362,250.36458
23126983,109.43074
23484236,53.734585
27392306,221.1576
29652755,121.87611
4766284,97.99066
29240703,134.57474
25973801,60.21006
7827908,64.13204
17106644,134.8672
3324250,129.6244
27699052,51.963955
5692492,84.10321
22100149,201.89758
20581137,222.45123
27650192,50.97667
10134557,49.933964
8115423,73.607025
19274907,95.00129
20566445,101.28281
15625579,225.31442
28910978,51.07212
24247380,52.19261
12377267,245.45084
9461660,89.85453
14109893,102.461426
2400010,79.84436
6949104,71.28121
538012,61.84789
27237591,704.0423
21563121,202.68353
18474608,73.612976
2170035,75.74024
20235591,71.06809
29252170,259.755
21977987,135.42146
23612962,152.06512
25914288,40.679466
27578298,166.75711
9996793,51.001522
21835464,195.638
23946641,95.741905
16037703,91.89487
24969498,120.488625
163627,60.86118
1291245,308.64938
8210423,81.01045
21927300,79.741196
25340516,251.28218
14266097,150.93849
13656123,154.80643
17515576,124.65106
14532445,70.56814
27808723,61.987072
287814,148.99051
14381523,148.51321
3811578,146.00816
14195437,26.630518
6292828,60.583298
17988147,78.35421
13590391,186.2467
3771656,62.32593
17541761,48.063038
27309080,61.49683
7980488,112.54927
13389082,180.57205
23660605,86.69139
18124558,85.93986
6633613,67.76416
21605495,97.09367
20957575,75.78211
21965830,84.64843
4140622,128.08891
62787,35.840923
8924552,132.85567
14627819,75.54097
742779,146.8188
25565086,205.1184
11363689,49.314762
13675000,61.340206
16238620,120.73848
6656567,89.548874
4392562,195.60632
21772258,180.20026
28518316,278.18176
28684997,170.07426
2977232,83.45684
13410469,757.1562
13949732,383.84256
2115662,252.76999
7483910,85.359146
21837620,79.72235
8615758,101.56121
17255880,62.36541
9900650,99.93546
13108073,251.73239
8369701,282.8594
140195,81.43801
18891018,149.66507
18210879,414.54938
12523287,59.281097
3645284,166.66101
17692837,68.29364
6637311,195.22379
28963840,149.10939
25082325,94.90739
13651173,64.09704
19376182,61.146137
19875496,101.44143
9609246,66.57478
24078319,130.67545
8845002,172.95071
11620821,54.482414
6311716,120.384514
9541320,148.71042
21255977,263.98413
1516048,75.78864
397297,248.64078
22503167,54.659565
12090119,104.74397
573870,134.58974
3522539,181.87556
9907307,112.195015
28489914,54.83428
7240002,117.83445
28739790,85.15557
2872353,126.60786
13895190,868.02997
21823153,212.27878
27962133,108.78163
16244574,38.81554
27787312,58.29305
8455561,89.85453
20597491,108.769585
24970711,77.85853
23545793,143.86803
3923538,127.62607
2578731,145.03053
20864878,206.35565
27798942,135.61769
27133280,253.3305
26527359,321.26843
26226914,147.7593
29753642,66.64853
398281,133.42407
8101762,148.36078
5519053,102.427986
23056773,43.19361
495249,59.864136
24556756,56.79832
25138149,209.76195
11083362,72.19143
25512752,279.80618
21447197,97.92891
11981743,168.41118
1752206,223.59433
20761753,42.83725
10928250,487.54684
11161984,111.88149
26363426,63.252945
29712188,76.723175
13164373,374.89618
5545876,142.3112
24911468,159.5228
15081663,116.84411
28083637,62.106327
23004693,79.681
9256750,72.2927
19822964,147.25859
11239271,141.39984
9735931,48.399364
19946355,169.83939
24157679,56.379684
8252369,73.0212
25639256,60.922733
25832499,93.25499
21445273,79.10052
21227666,171.22571
1692823,56.24736
10231834,159.18881
18252313,60.39674
26398280,63.444202
28335074,153.40451
9925349,85.741425
1961937,181.00763
796370,209.65591
22713035,65.61308
20306472,56.202953
25829582,50.350044
20403568,104.192375
28009569,62.073185
8900026,294.57037
4878481,122.00654
165824,49.41471
11984762,93.15241
6950807,126.59745
25192722,48.587543
28226667,35.383213
21740509,142.42133
16259714,97.01403
15497088,169.19951
3201019,170.10786
25782659,114.71317
29281128,123.178185
16325276,258.1884
23648087,60.186073
10429094,68.499405
6936903,139.53186
11319227,49.17846
19857281,53.50884
23167794,170.65964
18613596,81.54698
8889118,220.24748
6364280,86.87841
27338033,64.31711
25116860,42.84517
28073668,152.70349
20620647,262.33502
17153913,156.4041
27501755,189.21935
13389280,244.14879
13767853,71.09903
22419704,368.2442
20755691,218.27568
4349695,78.73081
18606237,52.56863
1276054,140.97818
14927635,64.42746
29696765,148.2959
24888436,85.97513
23482476,77.01047
26198109,201.03586
26065465,173.68768
21056653,42.214325
7786903,55.31255
9367497,63.424835
26122921,153.42255
21219737,64.87095
27984601,63.1641
15419574,63.3399
3559005,58.896526
14273960,150.2278
18498466,118.71213
22387870,151.67245
18241920,128.91397
21901175,172.19383
20817201,79.56219
5363669,149.85077
8563124,153.69371
26609780,297.67328
22556901,201.87325
13308892,121.93514
2115773,78.04999
21528115,79.166046
947963,50.491722
9577968,64.89748
2154553,196.95642
13926054,94.29972
16440392,117.70049
27195692,51.468426
9547361,127.5421
3908257,93.62182
17300413,44.374275
1029118,115.62049
17222492,174.16974
1903198,52.98822
1202274,71.6966
24996332,40.385677
10383284,69.52547
8220472,213.59456
12932670,78.70862
20491673,93.0365
21695365,48.019848
6132646,71.6966
4709568,332.03986
21882737,54.767826
4694688,155.18428
2296024,216.78659
7173841,149.69159
8739642,502.93527
13018125,201.5647
12727438,121.48658
4861046,144.88853
24732229,200.61034
2720257,126.509544
11228611,38.8938
7789152,162.43861
25931546,418.47037
1870228,46.144344
17006956,161.87372
6006661,93.67835
8055205,140.4317
13613052,67.264145
14536245,232.15044
19455757,51.917686
8511404,87.218895
20066545,195.53622
5382755,47.59774
27678171,65.66102
14854013,115.02945
17287472,49.357933
14699186,89.53723
26011297,127.55957
7279657,118.998405
7482792,124.165794
29585136,376.49835
4613154,119.563835
19242310,92.39977
7512407,124.5419
13282587,219.32156
24223602,223.63356
10156574,264.78427
21191264,89.18979
10017920,249.80501
19604123,51.268147
19498162,64.59003
19709666,114.19172
1227528,187.36154
4951402,89.54683
177606,150.05533
5251340,54.370163
20283433,72.39107
27987152,45.233612
5604005,233.72253
11459084,88.445
9995163,140.04453
21269377,190.86719
25854910,153.44719
21496794,65.658745
14167380,123.020744
6957168,160.97641
22636145,77.47194
26550322,327.07538
26030555,103.98584
20899010,58.97308
27636889,189.35274
19313551,180.60133
23640174,34.701237
23767348,76.05041
20149318,51.625366
27835243,135.61063
7999574,237.37077
23166936,192.2627
12417189,52.065784
25781295,68.211006
17989537,102.94404
3623946,224.12477
4156015,118.86185
1292585,65.38457
19888947,191.80356
20881198,86.51855
28657242,173.47417
6487196,72.91731
29550015,356.3814
6170405,275.6323
16028015,198.91954
15968094,108.26464
13113626,389.13925
11968958,103.599174
9920941,42.9488
8810937,461.23566
9059397,194.58315
27877906,84.37913
16884012,195.83801
25354678,164.95872
8035109,150.19063
7453537,64.14821
23937672,42.83105
20682422,77.66916
23103502,61.701458
5509980,95.59478
23875529,84.398796
21383288,119.211586
28346829,44.899754
12477280,98.414085
26307010,66.276
1185525,109.856415
29314671,196.07834
14807279,163.04507
9875791,95.6253
9145070,177.76825
17437106,77.01475
27250960,103.26945
9753240,390.52725
25917142,212.92784
28256651,122.11332
2482036,165.18408
9990313,187.25275
639199,375.68375
1296788,101.30364
25071113,161.23734
12547493,95.29077
11678327,82.489075
14915616,120.26126
1238285,60.00675
1546678,138.96713
9234132,119.32607
27973872,624.34814
19473132,200.62157
26085282,141.91937
5443318,172.40594
279093,126.68922
19163061,84.6234
13415442,54.453
21150846,56.51444
24496697,59.473423
10586622,170.21306
22484513,46.237946
21699087,186.62697
36121,73.45951
7397652,237.72992
16454164,159.4602
22884749,180.2582
26787588,56.213867
18566561,357.15167
17684912,73.765526
2112344,70.41312
27825381,56.08731
21721836,248.49553
4607923,68.17854
27427898,160.70384
19863170,87.53129
9556028,614.865
125594,56.81631
29607688,64.42639
25546901,334.55554
2149854,170.87021
1014313,52.260025
15452878,85.602295
10687056,64.55461
228496,193.79198
4700894,133.71608
27803428,80.63638
21629723,47.34248
15126304,156.3201
8327773,124.95756
19503508,191.24126
11624421,54.575714
29257038,225.22519
22209216,50.02943
3316877,145.25938
11457577,106.10017
17108995,92.016525
28081940,82.65056
21280275,68.64264
12230921,144.3715
9564986,72.20752
15100256,91.07297
12773246,218.49005
8402908,163.45195
7309633,83.74056
11252884,92.13141
7776880,360.18817
21550302,52.263874
26814599,77.66236
3213712,135.24248
15445427,313.24496
8980303,88.52546
6004200,89.75887
26572767,92.8462
13672890,76.42422
21311781,50.119877
23769218,109.90628
16479459,88.61116
6799118,144.15523
28058985,196.44716
4823905,236.9786
21683178,216.44084
24045183,132.2606
17085792,62.312958
6197915,114.55436
14453434,125.09096
7770529,183.44066
22780336,37.125805
22294028,89.28987
1656621,104.50095
22125666,192.11732
13332334,159.41634
16424684,58.81535
15371739,88.256134
17683653,84.93511
1908767,71.354294
8343,416.1109
24172522,160.4164
23045022,253.59647
15399008,62.960484
13670094,151.88823
14749932,71.31597
20542510,29.423618
22041434,150.2194
2273733,91.485535
9058854,54.375706
741154,280.52383
22031683,97.022194
16923912,604.06726
16030543,77.01475
6145263,195.02597
8213488,67.81829
18690921,91.3046
22305350,63.551426
21753255,168.5463
13076,48.33129
1249419,272.5887
19594567,118.27156
8127813,135.4849
21449151,109.93453
19036088,50.379463
7087528,67.996735
22286972,45.734707
11873831,56.23082
17764459,100.19376
29303639,459.98563
27021428,454.4395
7471102,210.14342
15273936,65.7799
9864155,398.68164
15132221,98.5722
4144750,80.29474
22260561,49.4992
13360068,181.3344
23419541,381.98022
26715623,305.13162
28350560,56.147743
15628770,156.568
7900437,111.33146
17494909,60.082542
3800332,79.3083
9019975,385.8879
27693532,200.45633
29283525,233.27695
1157522,158.5431
25371468,92.407326
11966139,150.13896
71384,185.10251
19031108,51.775265
177421,284.02206
3575918,43.449345
25033423,145.36339
21966051,138.04955
25464886,59.561546
16133477,226.85526
28123818,86.70958
6384383,72.52129
19387518,92.56746
10118847,82.30357
19385941,54.186577
9759592,63.606453
11141064,119.79242
19673728,48.71674
2730901,116.848694
17734371,289.2162
27785242,43.66501
1550558,112.40458
13209380,266.15546
26052206,91.51231
9387029,79.55136
3558568,96.317924
19859179,44.47906
2606370,466.71304
9327458,57.066822
24095149,79.371414
4718585,56.54137
11786452,179.54684
28832811,82.96163
2221852,108.262856
12566957,94.85158
6103273,333.90256
26454916,212.92001
24754074,401.79532
19495598,190.82428
1586935,105.35703
3953649,125.49728
20707833,74.69363
15052112,564.60486
12290780,100.48547
8123857,147.10597
27259240,291.62817
16156753,33.095104
3703037,228.79288
13435559,97.114975
28078621,165.80342
1245977,151.72356
21656093,109.93453
28736845,57.819187
23996251,64.51492
16487043,182.51509
16085227,139.86131
27714862,118.34317
5899013,156.36615
8241378,102.427986
6155877,43.51197
1950603,84.59541
22552956,68.84213
18769363,72.98119
29444359,94.53632
19720832,195.83704
10685496,36.269512
813793,90.073166
21798722,54.753376
13899934,89.24761
25996748,90.37628
7542500,49.01283
8863296,136.8978
26788956,95.62857
28097727,192.43144
403668,173.9172
5184986,141.08879
14669230,163.31142
22344415,138.7674
17415890,154.128
26816828,125.46474
11713899,146.00015
9392354,312.04376
763809,51.289307
6847053,83.69663
29359386,296.63824
24358122,55.03821
6170845,72.00229
6042635,109.903244
19117051,115.06816
27973863,681.578
3687880,185.89389
2022729,147.52841
610596,158.42152
7077220,122.48181
26394988,68.914055
4901269,135.30302
7010681,159.29726
19227568,134.68066
12955943,122.69155
9838053,56.180916
28761142,27.905869
4661135,54.389507
21942984,163.97133
13696267,55.775307
12562649,159.54308
23764303,138.75752
8088779,79.44966
2021742,136.41628
24226528,52.582413
12624783,147.10046
15552357,163.70671
23541020,70.144714
29012183,186.75061
4906935,102.427986
7140625,80.21652
16465090,73.86953
27831194,201.03586
2698206,157.22069
794567,61.967003
17005914,32.73708
29370077,70.67705
23235762,166.32683
16071397,89.67052
18371333,64.1122
13430458,42.563442
829935,109.06779
21959863,66.26654
26137379,39.452488
23933041,84.7136
8849684,113.65142
9457917,182.5452
2243984,431.6905
23715256,208.34538
21136618,56.039738
12547051,51.207535
7808565,77.10978
2211028,135.97702
5538410,50.071877
25606022,164.66647
2105618,87.06693
22983227,130.93048
15307603,54.926342
21678771,61.247784
29586573,80.9286
1148144,69.25155
25028952,95.715546
7089639,80.6651
16312498,125.03705
6925777,53.382507
23288584,382.5453
22201364,150.2203
7205861,122.176506
24279693,49.158268
28787116,75.96347
17843998,180.7274
20073341,72.07732
20460427,140.51593
7516218,107.71956
25015352,169.1633
20946154,100.74166
5510725,179.4437
1155573,94.822044
26978859,141.75351
3630309,108.9405
28864263,304.0756
9195534,65.61308
11935301,64.25815
21192123,188.14767
28736726,60.54077
10377253,30.585861
22286474,36.64897
16171595,66.63723
5406041,93.92091
29482466,421.45502
6071870,78.91509
4998294,75.27547
27937233,183.08427
18550670,320.5412
29707244,98.996826
7320353,62.026386
4050765,51.225643
19415314,62.575623
2634963,386.63242
27656004,56.164948
9896731,70.51006
26604063,98.4684
19735722,407.8704
18505594,52.560898
14608350,54.969814
8276819,48.94078
9822738,210.53847
23207489,104.20892
6988793,116.023865
5992438,52.989845
23613927,215.82439
15483493,87.99018
26130150,157.31549
12113045,68.84213
562098,152.88986
26988550,133.95215
20202498,276.95096
23754635,223.91287
10709846,42.74884
15207202,89.78868
22463977,76.42913
14239534,170.75195
26944160,48.33495
23786683,255.71806
7810109,89.65142
14617354,69.1512
28778723,180.54498
13843270,151.15486
7002884,162.24548
25237496,90.80974
4524289,60.583298
23413299,192.37045
11229663,44.266388
23380590,55.003136
16284453,56.631733
8886739,53.27693
27662837,50.665848
5257388,83.69663
1655027,185.82976
20997574,175.99849
23545346,67.58007
475216,135.13234
12711844,139.10793
28368678,79.973335
19911716,153.1139
2197401,89.04698
19517180,167.80627
1365597,96.55435
9051442,156.61769
15769189,62.726032
9938208,208.23647
19084168,104.81552
676295,44.453426
9882537,183.44066
13062471,88.666504
24721548,65.79814
22410112,79.08089
21867375,535.9066
7843696,83.69663
22545036,69.438515
26867751,68.50622
24208472,71.12389
16505722,108.61608
21191462,133.59149
28031528,172.59856
9924665,64.08116
8866435,159.02477
25689186,42.241146
22481014,110.453186
8775344,72.03679
19948618,126.58108
16213157,143.55345
29340021,91.55711
13999070,118.998405
23453890,228.25885
14247874,87.73336
18194450,56.590862
29384552,73.31735
5052897,159.01443
6545519,167.85258
26602995,309.35214
8010033,129.71617
16272419,133.27348
6799932,101.12033
9897412,81.190994
25314610,237.02586
9732468,198.44571
9495238,147.45087
18192553,72.01954
29138480,116.74813
23107692,171.38779
12133132,68.361046
7725496,49.882244
6117178,54.018303
29419028,132.8152
22985354,301.47696
19650084,51.746212
27015464,442.34116
25641236,28.871817
18191965,74.072945
1063119,232.36649
12559933,76.78208
2974433,90.93615
14215061,46.48868
1174830,68.23867
7155442,66.20412
29754284,59.87093
23021831,165.08488
29517601,76.836105
21399110,133.29176
10069964,120.39729
11398939,58.492104
15080936,46.163826
28953361,72.62289
255601,122.771385
16347171,102.86964
19083269,46.782413
23661903,124.578026
8520693,603.9881
23466594,61.95532
24432539,41.752377
19964343,105.02773
21630559,95.04001
973128,126.11405
7915525,66.55149
13999916,58.38038
16532819,189.01872
4864105,170.9005
23434645,383.17545
805793,64.83854
8173232,124.56463
7399449,192.18903
19788957,60.62496
28889141,67.77092
21540541,259.50864
4226098,93.31859
22772691,57.211536
14668397,57.065033
262583,191.20648
2268845,431.6905
21714476,95.88302
20525276,58.03826
22890617,60.497265
3652120,126.40814
1935826,92.57227
17269114,50.25153
25806805,157.22371
16438893,51.600235
1137921,107.36434
15887436,43.697002
1802246,170.29526
8815120,68.48731
24835586,182.84944
22486966,190.00264
21485174,172.83734
24623347,126.90735
19767924,136.17336
9840355,177.66478
20813408,194.64389
26126894,379.0929
27336782,48.17743
28934396,134.6067
13405322,260.89676
22734388,185.41147
27809874,73.37479
28131065,85.804375
29518346,240.38649
13432434,258.58417
21959796,187.93959
20481044,476.55844
24736872,39.84585
20208787,69.76239
29179162,170.50275
6901484,54.259964
14347194,68.77609
1382607,221.0714
20136121,91.63665
4415695,90.05532
19226317,128.73709
28927290,49.099895
8623370,104.74874
23338724,68.14845
20583998,64.08135
28282574,137.20033
8068089,153.33138
21273425,90.51444
19786549,97.34337
28655676,61.50356
22921130,352.38852
10884260,130.88168
25815129,110.27519
22019711,105.070465
12301489,149.99881
23961938,62.857124
26427345,214.83218
15799603,60.583298
24656275,62.420307
29231263,45.595703
10310556,141.22697
19502624,225.35983
7809727,56.79969
20184562,163.4968
699060,214.88042
1166339,164.17853
2660538,137.60844
3534012,54.400894
21981789,70.12627
23178387,52.30252
16302024,73.35767
2314398,196.55716
22420902,40.76097
22307078,148.08607
29761121,279.4346
29658608,191.17279
22409377,81.65616
6423521,96.78382
29740171,59.643047
29104467,124.28022
29277979,189.2878
15342457,238.89473
4173664,141.31851
18176796,168.15898
797696,68.12797
17233004,121.788704
18612522,32.833244
12902256,73.16358
25460977,101.93881
21106251,74.98896
22400510,47.928642
15640345,137.9593
9578325,126.20703
533927,144.13083
22776235,56.16987
28198483,51.888706
6209147,129.00209
16374376,265.49075
10126521,30.26628
18609242,191.89726
17923261,83.044304
13379511,142.92734
8890016,59.65548
19996067,340.7359
22446845,55.63175
4189577,188.20917
26669041,23.471237
21966758,449.7714
1914363,111.53778
7113258,69.057816
3543562,204.7768
22062492,169.01668
20703941,69.137726
16794287,42.38929
29358979,63.725082
22983888,187.86487
9173061,175.56268
11745621,158.94547
25344770,165.17802
13330638,60.20906
12804693,91.45154
18892937,605.8874
22384982,325.29803
26012084,69.7333
27836864,128.97221
2284809,63.558483
23607559,73.82776
9767424,150.66211
17805997,67.69539
9028013,49.164696
654612,163.51562
9371171,109.438324
282341,84.23383
6571441,58.675346
7341077,130.3465
16673377,91.98444
28300510,61.90598
5396325,154.11777
7820664,373.79022
29393025,102.15209
13139462,53.163723
7820825,71.6966
62427,175.34265
4393767,46.24339
26559313,159.47589
18022545,55.29058
6747685,317.07422
135393,73.157906
20310694,241.28348
25101744,130.8333
387324,81.73082
63373,60.516
14534782,114.62327
27191858,56.081036
29215523,99.723976
2563440,82.33008
28959318,205.59694
21925970,76.51463
44096,45.186737
27677881,146.118
16427742,107.87829
11983165,85.35566
1435289,189.62724
2091483,60.583298
21135737,137.33528
16965705,75.04707
11546119,64.99967
3747567,67.156815
17524441,71.42798
28083660,137.58351
848227,58.312473
22898938,63.050945
18999045,151.22406
26304188,215.26222
7053815,100.784904
22767004,66.84715
16173500,45.640743
22940777,131.85504
17225025,49.38697
22125367,128.15144
27714987,264.65894
2700596,67.08469
21038471,65.36774
21230688,127.24958
16751838,205.33948
6389979,68.7223
16349645,156.49985
29251636,163.5933
15498370,49.32076
23784920,95.37939
19967297,120.72215
29099404,70.86499
562449,169.05838
13671691,59.0056
20514740,58.948284
23839013,101.17379
27542642,127.895706
18856457,59.867035
8226137,212.13954
24780770,176.83948
8445883,88.66888
24151078,77.73959
26053366,92.25999
27223365,36.814964
15701663,198.0872
13920551,37.448174
8126282,172.22743
28701168,71.89682
19212985,117.1007
2236458,102.1024
23849932,87.057304
19730428,60.071014
10542347,62.59607
13205376,87.88469
16686651,169.95409
505231,75.805595
9728168,142.30457
21834156,285.38324
16499274,150.32993
20772650,161.63242
3362302,122.679405
17308567,68.267975
7472465,144.98169
18429435,108.85991
11396225,166.57245
9011614,219.15997
4134035,132.93317
10631201,67.39379
29034190,71.07689
8187719,78.05277
28695410,68.410774
19101306,251.80408
18104553,140.8767
14367644,181.95917
18188738,52.341206
22745460,54.98224
25674371,96.303215
18073738,73.91448
21531023,102.90743
22396324,195.83801
10209278,186.29305
15250479,179.446
8671786,67.041046
24368320,518.1313
26692851,117.38235
9281747,88.58508
15949525,88.29367
19161964,72.35648
21734390,487.84814
9997006,84.19389
20304654,93.399796
10231620,204.51033
6792702,79.55136
19965684,90.64556
14129139,167.60533
10340705,97.5732
15301966,141.52621
13430794,233.01172
5545016,89.44086
2563135,73.34458
15981246,306.50125
10708986,146.97777
23167663,176.405
28153343,123.17177
24080464,160.12244
795641,66.319
16883129,67.84799
11803893,55.808167
29611037,120.10417
19057791,88.85266
11924694,196.03047
29157984,99.53241
16814385,87.5919
29416178,113.40899
7401573,71.79575
21026042,68.12891
23352829,87.87664
26992048,95.24952
13654760,135.84949
21505911,80.53999
23456621,54.85389
22142636,153.05302
7221446,62.56115
15054617,28.560707
2744182,138.0654
25166062,125.998314
18670480,121.09366
26109825,88.59548
17905215,61.746944
17638709,66.699684
356723,226.46027
29025649,102.806496
25379703,212.52257
7110657,71.09903
3133055,146.55635
1693171,44.77025
18888212,49.797626
27482124,172.94421
28524201,108.2066
13893264,274.17828
28081396,63.053543
19908088,206.90768
13432828,213.74596
3993392,323.33478
20409141,165.07016
29416071,369.36346
3700364,206.8739
7207594,66.20412
22625163,59.632526
20300137,145.7155
11992126,113.38224
7071677,62.439632
22012402,137.37773
20329747,58.613758
27492430,119.529564
22266875,92.10339
14602894,133.44275
25290889,77.00732
276994,231.24786
23668737,317.88724
11305912,100.10752
14537257,63.082577
26840133,62.31819
20745112,44.948364
4132116,87.454346
28524741,60.419544
16221732,43.80965
16457286,44.73929
28867312,112.14579
19905952,54.49202
26445672,191.94438
27131580,184.14803
9165191,55.651592
6199075,447.33188
19274959,85.91647
9191908,163.70026
19225821,123.862816
16810041,65.61846
11452204,137.93596
21946487,215.84474
5287414,72.56285
29631913,165.99161
21549504,77.30284
28076544,122.233574
23582824,66.4361
29278083,61.93417
29759402,122.01787
15973647,80.930916
19945772,324.9495
9521704,166.41435
13358067,125.61436
18802366,87.949135
28807969,420.39307
9358718,202.62996
3403034,156.01068
29124039,83.27701
21424802,75.01221
25551942,143.75227
5847182,79.05706
21836280,109.00675
21037246,124.5015
